Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_44_93,VGND,li1,48.9900,130.5600,0.000069
FILLER_44_85,VGND,li1,46.4600,130.5600,0.000061
FILLER_44_78,VGND,li1,42.7800,130.5600,0.000057
FILLER_44_61,VGND,li1,34.5000,130.5600,0.000041
FILLER_44_55,VGND,li1,31.0500,130.5600,0.000031
FILLER_44_42,VGND,li1,25.0700,130.5600,0.000022
FILLER_44_38,VGND,li1,23.9200,130.5600,0.000022
FILLER_44_21,VGND,li1,15.4100,130.5600,0.000023
FILLER_44_5,VGND,li1,8.0500,130.5600,0.000024
FILLER_43_334,VGND,li1,159.3900,130.5600,0.000167
FILLER_43_328,VGND,li1,157.7800,130.5600,0.000167
FILLER_43_314,VGND,li1,151.3400,130.5600,0.000166
FILLER_43_295,VGND,li1,141.4500,130.5600,0.000162
FILLER_43_279,VGND,li1,134.0900,130.5600,0.000159
FILLER_43_271,VGND,li1,130.8700,130.5600,0.000158
FILLER_43_231,VGND,li1,112.0100,130.5600,0.000146
FILLER_43_225,VGND,li1,110.4000,130.5600,0.000146
FILLER_43_222,VGND,li1,108.1000,130.5600,0.000145
FILLER_43_214,VGND,li1,105.8000,130.5600,0.000143
FILLER_43_197,VGND,li1,96.6000,130.5600,0.000135
FILLER_43_169,VGND,li1,83.4900,130.5600,0.000121
FILLER_43_161,VGND,li1,80.2700,130.5600,0.000115
FILLER_43_152,VGND,li1,76.1300,130.5600,0.000112
FILLER_43_144,VGND,li1,73.6000,130.5600,0.000108
FILLER_43_132,VGND,li1,69.0000,130.5600,0.000101
FILLER_43_127,VGND,li1,64.4000,130.5600,0.000095
FILLER_43_116,VGND,li1,59.1100,130.5600,0.000085
FILLER_43_101,VGND,li1,53.8200,130.5600,0.000077
FILLER_43_89,VGND,li1,49.2200,130.5600,0.000069
FILLER_43_85,VGND,li1,44.8500,130.5600,0.000061
FILLER_43_81,VGND,li1,43.7000,130.5600,0.000057
FILLER_43_69,VGND,li1,40.0200,130.5600,0.000052
FILLER_43_57,VGND,li1,34.5000,130.5600,0.000041
FILLER_43_55,VGND,li1,31.0500,130.5600,0.000031
FILLER_43_49,VGND,li1,29.4400,130.5600,0.000031
FILLER_43_46,VGND,li1,26.9100,130.5600,0.000026
FILLER_43_40,VGND,li1,25.3000,130.5600,0.000022
FILLER_43_28,VGND,li1,21.1600,130.5600,0.000023
FILLER_43_16,VGND,li1,15.6400,130.5600,0.000023
FILLER_43_7,VGND,li1,9.4300,130.5600,0.000024
