net,length_um
_01494_,9.08µm
_03271_,9.08µm
_05043_,9.08µm
_06406_,9.08µm
_00500_,9.06µm
_00680_,9.06µm
_01017_,9.06µm
_01512_,9.06µm
_02502_,9.06µm
_03094_,9.06µm
_03881_,9.06µm
_04491_,9.06µm
_01480_,9.04µm
_01697_,9.04µm
_02019_,9.04µm
_02155_,9.04µm
_02840_,9.04µm
_02979_,9.04µm
_03047_,9.04µm
_03226_,9.04µm
_04412_,9.04µm
_04477_,9.04µm
_04637_,9.04µm
_04895_,9.04µm
_05160_,9.04µm
_06377_,9.035µm
in3[2],9.03µm
_01869_,9.02µm
_02040_,9.02µm
_02130_,9.02µm
_02137_,9.02µm
_02290_,9.02µm
_03257_,9.02µm
_03422_,9.02µm
_03543_,9.02µm
_04114_,9.02µm
_05868_,9.02µm
_06640_,9.02µm
_00311_,9µm
_01674_,9µm
_03405_,9µm
_03442_,9µm
_05187_,9µm
_05304_,9µm
_00541_,8.98µm
_00625_,8.98µm
_01039_,8.98µm
_01230_,8.98µm
_01323_,8.98µm
_03630_,8.98µm
_03939_,8.98µm
_04269_,8.98µm
_04428_,8.98µm
_05454_,8.98µm
_05666_,8.98µm
_05684_,8.98µm
_06445_,8.98µm
_06446_,8.98µm
out2[10],8.96µm
out2[11],8.96µm
out2[12],8.96µm
out2[13],8.96µm
out2[14],8.96µm
out2[8],8.96µm
out2[9],8.96µm
_00157_,8.94µm
_00276_,8.94µm
_00988_,8.94µm
_02252_,8.94µm
_02780_,8.94µm
_05571_,8.94µm
_06003_,8.94µm
_06241_,8.94µm
_06393_,8.94µm
_01951_,8.93µm
_00681_,8.92µm
_00721_,8.92µm
_01154_,8.92µm
_01273_,8.92µm
_01292_,8.92µm
_02322_,8.92µm
_02839_,8.92µm
_03409_,8.92µm
_03496_,8.92µm
_03758_,8.92µm
_03992_,8.92µm
_04585_,8.92µm
_02193_,8.915µm
_00018_,8.9µm
_00743_,8.9µm
_00778_,8.9µm
_01850_,8.9µm
_01990_,8.9µm
_02002_,8.9µm
_02233_,8.9µm
_02562_,8.9µm
_03319_,8.9µm
_03339_,8.9µm
_03453_,8.9µm
_04313_,8.9µm
_04340_,8.9µm
_04814_,8.9µm
_05469_,8.9µm
_05769_,8.9µm
_06295_,8.9µm
_06556_,8.9µm
_02969_,8.88µm
_04918_,8.88µm
_04999_,8.88µm
_00221_,8.86µm
_01254_,8.86µm
_02288_,8.86µm
_02805_,8.86µm
_04447_,8.86µm
_05068_,8.86µm
_05964_,8.86µm
_06140_,8.86µm
_06245_,8.86µm
_00156_,8.85µm
_04197_,8.84µm
_04868_,8.84µm
_06070_,8.84µm
w01[0],8.84µm
w01[2],8.84µm
w12[5],8.84µm
w22[4],8.84µm
w31[3],8.84µm
_04919_,8.83µm
_00278_,8.82µm
_00765_,8.82µm
_00826_,8.82µm
_01685_,8.82µm
_01864_,8.82µm
_01965_,8.82µm
_03473_,8.82µm
_03624_,8.82µm
_03906_,8.82µm
_04828_,8.82µm
_05706_,8.82µm
_05790_,8.82µm
_00758_,8.8µm
_01369_,8.8µm
_03564_,8.8µm
_03782_,8.8µm
_04126_,8.8µm
_05112_,8.8µm
_05553_,8.8µm
_00621_,8.78µm
_00768_,8.78µm
_00818_,8.78µm
_00925_,8.78µm
_01437_,8.78µm
_02413_,8.78µm
_02854_,8.78µm
_03588_,8.78µm
_03704_,8.78µm
_03728_,8.78µm
_03739_,8.78µm
_04055_,8.78µm
_04628_,8.78µm
_04941_,8.78µm
_04955_,8.78µm
_05390_,8.78µm
_05537_,8.78µm
net237,8.78µm
_00588_,8.76µm
_03306_,8.76µm
_00966_,8.75µm
_00905_,8.74µm
_01164_,8.74µm
_02476_,8.74µm
_02986_,8.74µm
_04275_,8.74µm
_01152_,8.72µm
_01929_,8.72µm
w01[4],8.72µm
w01[5],8.72µm
w01[7],8.72µm
w12[2],8.72µm
w12[4],8.72µm
w12[6],8.72µm
w12[7],8.72µm
w21[7],8.72µm
w22[5],8.72µm
w22[6],8.72µm
w31[0],8.72µm
w31[2],8.72µm
w31[5],8.72µm
w31[7],8.72µm
_02518_,8.71µm
_00169_,8.7µm
_00243_,8.7µm
_01029_,8.7µm
_01096_,8.7µm
_01132_,8.7µm
_01683_,8.7µm
_01737_,8.7µm
_01911_,8.7µm
_02009_,8.7µm
_04505_,8.7µm
_04583_,8.7µm
_04797_,8.7µm
_05761_,8.7µm
_05905_,8.7µm
_06390_,8.7µm
_00060_,8.68µm
_00391_,8.68µm
_03406_,8.68µm
_04839_,8.68µm
_04879_,8.68µm
_06412_,8.68µm
_00793_,8.665µm
_00234_,8.66µm
_01199_,8.66µm
_01424_,8.66µm
_02099_,8.66µm
_03093_,8.66µm
_03415_,8.66µm
_03481_,8.66µm
_05542_,8.66µm
_05953_,8.66µm
_06145_,8.66µm
_06222_,8.66µm
_06396_,8.66µm
_02435_,8.64µm
_02523_,8.64µm
_03174_,8.64µm
_03350_,8.64µm
_05137_,8.63µm
_00504_,8.62µm
_02775_,8.62µm
_04088_,8.62µm
_05855_,8.62µm
_06641_,8.62µm
_06675_,8.62µm
_00161_,8.6µm
_00968_,8.6µm
_02134_,8.6µm
_02474_,8.6µm
_02694_,8.6µm
_03091_,8.6µm
_03177_,8.6µm
_03811_,8.6µm
_03926_,8.6µm
_06073_,8.6µm
_01355_,8.595µm
_05775_,8.595µm
_00398_,8.58µm
_00624_,8.58µm
_01240_,8.58µm
_02493_,8.58µm
_02943_,8.58µm
_03244_,8.58µm
_03616_,8.58µm
_03688_,8.58µm
_03779_,8.58µm
_03823_,8.58µm
_04181_,8.58µm
_05029_,8.58µm
_05878_,8.58µm
_06163_,8.58µm
_06367_,8.58µm
_00014_,8.56µm
_00671_,8.56µm
_00706_,8.56µm
_00789_,8.56µm
_01140_,8.56µm
_01276_,8.56µm
_01522_,8.56µm
_01601_,8.56µm
_01722_,8.56µm
_01849_,8.56µm
_03265_,8.56µm
_04289_,8.56µm
_04345_,8.56µm
_04393_,8.56µm
_05441_,8.56µm
_05679_,8.56µm
_06102_,8.56µm
_06447_,8.56µm
net238,8.56µm
_01756_,8.55µm
_00662_,8.54µm
_01563_,8.54µm
_02549_,8.54µm
_03873_,8.54µm
_01778_,8.52µm
_03745_,8.52µm
_05214_,8.52µm
_00032_,8.5µm
_02998_,8.5µm
_05027_,8.5µm
_00373_,8.48µm
_01037_,8.48µm
_01198_,8.48µm
_01580_,8.48µm
_02272_,8.48µm
_02946_,8.48µm
_03123_,8.48µm
_03430_,8.48µm
_04590_,8.48µm
_04770_,8.48µm
_05440_,8.48µm
_05816_,8.48µm
_06273_,8.48µm
_04307_,8.465µm
_00135_,8.46µm
_00213_,8.46µm
_00225_,8.46µm
_00547_,8.46µm
_01004_,8.46µm
_01793_,8.46µm
_02190_,8.46µm
_04248_,8.46µm
_06082_,8.46µm
_06130_,8.46µm
_06240_,8.46µm
_00770_,8.44µm
_01020_,8.44µm
_01125_,8.44µm
_01197_,8.44µm
_01360_,8.44µm
_01483_,8.44µm
_02834_,8.44µm
_03210_,8.44µm
_03568_,8.44µm
_03640_,8.44µm
_03646_,8.44µm
_03930_,8.44µm
_04273_,8.44µm
_04319_,8.44µm
_04383_,8.44µm
_05760_,8.44µm
_05986_,8.44µm
_06579_,8.44µm
_06584_,8.44µm
_05396_,8.42µm
_06403_,8.42µm
net780,8.42µm
_02477_,8.4µm
_02876_,8.4µm
_04608_,8.4µm
_05117_,8.4µm
_05314_,8.4µm
_00132_,8.39µm
_02442_,8.38µm
_03273_,8.38µm
_06230_,8.38µm
_06516_,8.38µm
_00250_,8.36µm
_00946_,8.36µm
_01191_,8.36µm
_02500_,8.36µm
_03066_,8.36µm
_03670_,8.36µm
_05585_,8.36µm
_00328_,8.34µm
_00521_,8.34µm
_02350_,8.34µm
_03251_,8.34µm
_04113_,8.34µm
_04297_,8.34µm
_04460_,8.34µm
_04889_,8.34µm
_05514_,8.34µm
_01797_,8.325µm
_00493_,8.32µm
_00602_,8.32µm
_01201_,8.32µm
_02171_,8.32µm
_02176_,8.32µm
_02180_,8.32µm
_02497_,8.32µm
_03755_,8.32µm
_03791_,8.32µm
_03956_,8.32µm
_04010_,8.32µm
_05165_,8.32µm
_05387_,8.32µm
_05852_,8.32µm
_02124_,8.3µm
_02196_,8.3µm
_06611_,8.3µm
w00[4],8.29µm
_02057_,8.28µm
_03054_,8.28µm
_03078_,8.27µm
_00982_,8.26µm
_01847_,8.26µm
_05353_,8.26µm
_01312_,8.255µm
_05282_,8.255µm
_04358_,8.245µm
_00288_,8.24µm
_00401_,8.24µm
_00809_,8.24µm
_00866_,8.24µm
_01659_,8.24µm
_01873_,8.24µm
_01919_,8.24µm
_01923_,8.24µm
_01945_,8.24µm
_03446_,8.24µm
_04182_,8.24µm
_04881_,8.24µm
_05208_,8.24µm
_05474_,8.24µm
_06049_,8.24µm
_02750_,8.22µm
_03938_,8.22µm
_04422_,8.22µm
_04506_,8.22µm
_05320_,8.22µm
_00476_,8.2µm
_01178_,8.2µm
_01875_,8.2µm
_02289_,8.2µm
_02643_,8.2µm
_03964_,8.2µm
_04858_,8.2µm
_05009_,8.2µm
_05013_,8.2µm
_05017_,8.2µm
_06417_,8.2µm
net822,8.2µm
_04399_,8.18µm
_05746_,8.18µm
w33[0],8.17µm
_00029_,8.16µm
_02159_,8.16µm
_02370_,8.16µm
_05295_,8.16µm
_05383_,8.16µm
_05979_,8.16µm
net178,8.16µm
_05569_,8.155µm
_00433_,8.14µm
_01803_,8.14µm
_01858_,8.14µm
_02221_,8.14µm
_02515_,8.14µm
_03095_,8.14µm
_03206_,8.14µm
_06648_,8.14µm
_00238_,8.12µm
_01006_,8.12µm
_01113_,8.12µm
_01153_,8.12µm
_01558_,8.12µm
_01620_,8.12µm
_04387_,8.12µm
_04401_,8.12µm
_04805_,8.12µm
_05476_,8.12µm
_05578_,8.12µm
_05728_,8.12µm
_05749_,8.12µm
_05875_,8.12µm
_06204_,8.12µm
_00728_,8.1µm
_00846_,8.1µm
_00933_,8.1µm
_01245_,8.1µm
_01319_,8.1µm
_01548_,8.1µm
_02000_,8.1µm
_03120_,8.1µm
_05576_,8.1µm
_06191_,8.1µm
_00503_,8.08µm
_02735_,8.08µm
_02824_,8.08µm
_02880_,8.08µm
_03637_,8.08µm
_06187_,8.08µm
_02354_,8.06µm
_03701_,8.06µm
_03815_,8.06µm
_04311_,8.06µm
_04704_,8.06µm
net164,8.06µm
net172,8.06µm
out1[13],8.05µm
_00376_,8.04µm
_00436_,8.04µm
_03012_,8.04µm
_04390_,8.04µm
_04564_,8.04µm
_04743_,8.04µm
_05725_,8.04µm
_05302_,8.03µm
_01472_,8.02µm
_01621_,8.02µm
_01963_,8.02µm
_03043_,8.02µm
_03330_,8.02µm
_03699_,8.02µm
_03802_,8.02µm
_04728_,8.02µm
_05085_,8.02µm
_05188_,8.02µm
_06395_,8.015µm
_03275_,8.01µm
_00501_,8µm
_01193_,8µm
_02194_,8µm
_02259_,8µm
_02739_,8µm
_03822_,8µm
_04054_,8µm
_04979_,8µm
_06606_,8µm
_00201_,7.98µm
_00394_,7.98µm
_00619_,7.98µm
_00853_,7.98µm
_00858_,7.98µm
_01268_,7.98µm
_01297_,7.98µm
_03323_,7.98µm
_03328_,7.98µm
_03872_,7.98µm
_03980_,7.98µm
_04123_,7.98µm
_04231_,7.98µm
_04458_,7.98µm
_04474_,7.98µm
_04616_,7.98µm
_05140_,7.98µm
_05183_,7.98µm
_05219_,7.98µm
_05270_,7.98µm
_05449_,7.98µm
_05591_,7.98µm
_05620_,7.98µm
_05859_,7.98µm
_05880_,7.98µm
_05927_,7.98µm
_06199_,7.98µm
_06247_,7.98µm
_03974_,7.96µm
_03334_,7.94µm
_03665_,7.94µm
_04530_,7.94µm
_05753_,7.94µm
_05985_,7.94µm
net769,7.94µm
_01318_,7.92µm
_01769_,7.92µm
_03274_,7.92µm
_03435_,7.92µm
_03686_,7.92µm
_04146_,7.92µm
_04625_,7.92µm
_04396_,7.91µm
_00348_,7.9µm
_01014_,7.9µm
_01270_,7.9µm
_01713_,7.9µm
_02138_,7.9µm
_02297_,7.9µm
_02596_,7.9µm
_02679_,7.9µm
_03455_,7.9µm
_03558_,7.9µm
_03643_,7.9µm
_04502_,7.9µm
_04697_,7.9µm
_05227_,7.9µm
_05551_,7.9µm
_06086_,7.9µm
_06284_,7.9µm
_06427_,7.9µm
_06482_,7.9µm
_00274_,7.88µm
_03304_,7.88µm
_05169_,7.88µm
_06260_,7.88µm
_06304_,7.88µm
_02851_,7.865µm
_00555_,7.86µm
_00708_,7.86µm
_01723_,7.86µm
_03425_,7.86µm
_03649_,7.86µm
_04499_,7.86µm
_04816_,7.86µm
_05617_,7.86µm
_06398_,7.86µm
_03338_,7.84µm
_05727_,7.84µm
_01459_,7.83µm
_01482_,7.82µm
_01977_,7.8µm
_03642_,7.8µm
_03986_,7.8µm
_04287_,7.8µm
_06391_,7.79µm
_00362_,7.78µm
_00419_,7.78µm
_00487_,7.78µm
_00942_,7.78µm
_01026_,7.78µm
_01099_,7.78µm
_01357_,7.78µm
_01438_,7.78µm
_01508_,7.78µm
_01828_,7.78µm
_02154_,7.78µm
_02484_,7.78µm
_02873_,7.78µm
_03924_,7.78µm
_04355_,7.78µm
_04624_,7.78µm
_04684_,7.78µm
_04782_,7.78µm
_04846_,7.78µm
_04949_,7.78µm
_05037_,7.78µm
_05142_,7.78µm
_05488_,7.78µm
_05491_,7.78µm
_05580_,7.78µm
_06607_,7.78µm
_06654_,7.78µm
_01420_,7.76µm
_01584_,7.76µm
_02321_,7.76µm
_02559_,7.76µm
_03799_,7.76µm
_04057_,7.76µm
_04892_,7.76µm
_00836_,7.74µm
_00945_,7.74µm
_02584_,7.74µm
_02952_,7.74µm
_03059_,7.74µm
_03352_,7.74µm
_03818_,7.74µm
_04467_,7.74µm
_05247_,7.74µm
_05471_,7.74µm
_05739_,7.74µm
_06553_,7.74µm
_06582_,7.74µm
net915,7.74µm
_03617_,7.735µm
_06307_,7.72µm
net723,7.72µm
_04678_,7.71µm
_01081_,7.7µm
_01184_,7.7µm
_04817_,7.7µm
_06509_,7.7µm
net903,7.7µm
_01002_,7.68µm
_01079_,7.68µm
_02525_,7.68µm
_02996_,7.68µm
w30[5],7.67µm
_00390_,7.66µm
_00427_,7.66µm
_00882_,7.66µm
_01150_,7.66µm
_01159_,7.66µm
_01886_,7.66µm
_02269_,7.66µm
_02530_,7.66µm
_03029_,7.66µm
_03106_,7.66µm
_03600_,7.66µm
_03759_,7.66µm
_03943_,7.66µm
_04793_,7.66µm
_05231_,7.66µm
_05625_,7.66µm
_05719_,7.66µm
_05774_,7.66µm
_05834_,7.66µm
_06072_,7.66µm
_06551_,7.66µm
_04424_,7.65µm
_00438_,7.64µm
_00482_,7.64µm
_00703_,7.64µm
_00916_,7.64µm
_01905_,7.64µm
_02411_,7.64µm
_02453_,7.64µm
_02454_,7.64µm
_02733_,7.64µm
_02902_,7.64µm
_03431_,7.64µm
_03644_,7.64µm
_04408_,7.64µm
_04489_,7.64µm
_04632_,7.64µm
_04709_,7.64µm
_05250_,7.64µm
_05258_,7.64µm
_06540_,7.64µm
_06630_,7.64µm
_00817_,7.62µm
_01932_,7.62µm
_02089_,7.62µm
_02325_,7.62µm
_03089_,7.62µm
_03116_,7.62µm
_05066_,7.62µm
_00755_,7.615µm
_02886_,7.6µm
_03126_,7.6µm
_04597_,7.6µm
_04786_,7.6µm
_06572_,7.6µm
out1[1],7.59µm
_01266_,7.58µm
_03787_,7.58µm
_04984_,7.58µm
_05831_,7.58µm
_06388_,7.58µm
_06467_,7.58µm
out1[11],7.57µm
out1[9],7.57µm
_01763_,7.56µm
_02424_,7.56µm
_02521_,7.56µm
_02938_,7.56µm
_02977_,7.56µm
_03082_,7.56µm
_05714_,7.56µm
_05913_,7.56µm
_06018_,7.56µm
_06026_,7.56µm
_06232_,7.56µm
_06371_,7.56µm
_06634_,7.56µm
net226,7.56µm
net803,7.56µm
_00570_,7.54µm
_00940_,7.54µm
_00960_,7.54µm
_01253_,7.54µm
_01394_,7.54µm
_01521_,7.54µm
_01702_,7.54µm
_01833_,7.54µm
_02699_,7.54µm
_04071_,7.54µm
_04890_,7.54µm
_04952_,7.54µm
_05086_,7.54µm
_05869_,7.54µm
_00731_,7.525µm
_01222_,7.525µm
_00741_,7.52µm
_00747_,7.52µm
_00854_,7.52µm
_00888_,7.52µm
_01041_,7.52µm
_01109_,7.52µm
_01461_,7.52µm
_01966_,7.52µm
_01972_,7.52µm
_02020_,7.52µm
_02324_,7.52µm
_02701_,7.52µm
_02959_,7.52µm
_03124_,7.52µm
_03561_,7.52µm
_03763_,7.52µm
_03826_,7.52µm
_03831_,7.52µm
_03880_,7.52µm
_04457_,7.52µm
_04703_,7.52µm
_05020_,7.52µm
_05360_,7.52µm
_05884_,7.52µm
_06103_,7.52µm
_06256_,7.52µm
_06575_,7.52µm
_06578_,7.52µm
_00444_,7.5µm
_06658_,7.5µm
_03420_,7.495µm
_01953_,7.49µm
in1[0],7.49µm
_01058_,7.48µm
net211,7.48µm
_05900_,7.47µm
w00[1],7.47µm
_03049_,7.46µm
_04097_,7.46µm
in0[2],7.45µm
w23[0],7.45µm
_00497_,7.44µm
_00801_,7.44µm
_01053_,7.44µm
_01541_,7.44µm
_01648_,7.44µm
_01987_,7.44µm
_02174_,7.44µm
_02554_,7.44µm
_02620_,7.44µm
_02892_,7.44µm
_03113_,7.44µm
_03950_,7.44µm
_04641_,7.44µm
_04940_,7.44µm
_04990_,7.44µm
_05786_,7.44µm
_06071_,7.44µm
net783,7.44µm
_01506_,7.42µm
_02294_,7.42µm
_02916_,7.42µm
_03294_,7.42µm
_03388_,7.42µm
_03474_,7.42µm
_03792_,7.42µm
_04308_,7.42µm
_04314_,7.42µm
_05415_,7.42µm
_05563_,7.42µm
_05826_,7.42µm
_06058_,7.42µm
_05451_,7.405µm
_00867_,7.4µm
_02789_,7.4µm
_02937_,7.4µm
_03247_,7.4µm
_03449_,7.4µm
_03673_,7.4µm
_04406_,7.4µm
_04848_,7.4µm
_05156_,7.4µm
_05653_,7.4µm
_06034_,7.4µm
_01807_,7.38µm
_03214_,7.38µm
_05923_,7.38µm
out3[2],7.37µm
net775,7.37µm
_02395_,7.36µm
_03111_,7.34µm
_03217_,7.34µm
_06290_,7.34µm
w02[4],7.33µm
_00198_,7.32µm
_00291_,7.32µm
_00363_,7.32µm
_00902_,7.32µm
_01540_,7.32µm
_01638_,7.32µm
_02279_,7.32µm
_02383_,7.32µm
_02655_,7.32µm
_02787_,7.32µm
_02843_,7.32µm
_02888_,7.32µm
_03366_,7.32µm
_03370_,7.32µm
_03404_,7.32µm
_03428_,7.32µm
_04519_,7.32µm
_04762_,7.32µm
_04921_,7.32µm
_04933_,7.32µm
_05054_,7.32µm
_05222_,7.32µm
_05976_,7.32µm
_06408_,7.32µm
_05835_,7.315µm
_03315_,7.3µm
_03983_,7.3µm
_05099_,7.3µm
_05512_,7.3µm
_05847_,7.3µm
_05881_,7.3µm
_06010_,7.3µm
_02386_,7.28µm
_02422_,7.28µm
_03462_,7.28µm
_04584_,7.28µm
_04667_,7.28µm
_04673_,7.28µm
_04764_,7.28µm
_05321_,7.28µm
_05419_,7.28µm
_05862_,7.28µm
_06149_,7.26µm
_01317_,7.25µm
_02801_,7.24µm
_04150_,7.24µm
_05509_,7.24µm
_05564_,7.24µm
_00008_,7.22µm
_04130_,7.22µm
_05534_,7.22µm
_05754_,7.22µm
_06114_,7.22µm
_06154_,7.22µm
_06339_,7.22µm
_06593_,7.22µm
net218,7.22µm
_01315_,7.21µm
_00467_,7.2µm
_00653_,7.2µm
_00748_,7.2µm
_01239_,7.2µm
_01261_,7.2µm
_02035_,7.2µm
_02861_,7.2µm
_03437_,7.2µm
_03448_,7.2µm
_05939_,7.2µm
_06084_,7.2µm
_06499_,7.2µm
_00563_,7.18µm
_00869_,7.18µm
_00951_,7.18µm
_00963_,7.18µm
_01450_,7.18µm
_01606_,7.18µm
_01773_,7.18µm
_02305_,7.18µm
_02541_,7.18µm
_02629_,7.18µm
_02781_,7.18µm
_03219_,7.18µm
_04448_,7.18µm
_04640_,7.18µm
_04915_,7.18µm
_06312_,7.18µm
_06624_,7.18µm
_02881_,7.165µm
_04464_,7.165µm
_02856_,7.16µm
_03682_,7.16µm
_05006_,7.16µm
_05671_,7.16µm
_00442_,7.14µm
_02291_,7.14µm
net772,7.14µm
_01854_,7.135µm
_03990_,7.13µm
_00152_,7.12µm
_00463_,7.12µm
_01904_,7.12µm
_02958_,7.12µm
_04337_,7.12µm
_05090_,7.12µm
_05981_,7.12µm
_06048_,7.12µm
_06053_,7.12µm
_04850_,7.115µm
_00506_,7.1µm
_00578_,7.1µm
_00878_,7.1µm
_01464_,7.1µm
_01519_,7.1µm
_01560_,7.1µm
_01672_,7.1µm
_02382_,7.1µm
_02557_,7.1µm
_02721_,7.1µm
_02730_,7.1µm
_02755_,7.1µm
_02833_,7.1µm
_03344_,7.1µm
_03632_,7.1µm
_03940_,7.1µm
_04388_,7.1µm
net2,7.1µm
_03907_,7.085µm
_00367_,7.08µm
_00534_,7.08µm
_00688_,7.08µm
_02227_,7.08µm
_02328_,7.08µm
_02433_,7.08µm
_04201_,7.08µm
_04352_,7.08µm
_04514_,7.08µm
_04605_,7.08µm
_04923_,7.08µm
_05229_,7.08µm
_06531_,7.08µm
_00513_,7.06µm
_00718_,7.06µm
_00738_,7.06µm
_00805_,7.06µm
_01043_,7.06µm
_01275_,7.06µm
_01399_,7.06µm
_01457_,7.06µm
_02007_,7.06µm
_02156_,7.06µm
_02157_,7.06µm
_02822_,7.06µm
_02846_,7.06µm
_03327_,7.06µm
_03734_,7.06µm
_04274_,7.06µm
_04279_,7.06µm
_05059_,7.06µm
_05153_,7.06µm
_05332_,7.06µm
_05665_,7.06µm
_05951_,7.06µm
_05975_,7.06µm
_06185_,7.06µm
_06533_,7.06µm
_06671_,7.06µm
net708,7.06µm
_01398_,7.05µm
_00271_,7.04µm
_01146_,7.04µm
_01537_,7.04µm
_04367_,7.04µm
_05218_,7.04µm
_05870_,7.04µm
_00188_,7µm
_01397_,7µm
_01487_,7µm
_02376_,7µm
_04178_,7µm
_04701_,7µm
_06015_,7µm
_01286_,6.995µm
_00473_,6.985µm
_06546_,6.985µm
_00275_,6.98µm
_00298_,6.98µm
_00509_,6.98µm
_00639_,6.98µm
_01288_,6.98µm
_01595_,6.98µm
_01602_,6.98µm
_01981_,6.98µm
_02095_,6.98µm
_02507_,6.98µm
_02599_,6.98µm
_02955_,6.98µm
_03005_,6.98µm
_03255_,6.98µm
_03894_,6.98µm
_04032_,6.98µm
_04038_,6.98µm
_04501_,6.98µm
_06426_,6.98µm
net765,6.98µm
_01671_,6.96µm
_02341_,6.96µm
_03914_,6.96µm
_03961_,6.96µm
_05820_,6.96µm
_06610_,6.96µm
_03569_,6.95µm
_05999_,6.945µm
_00279_,6.94µm
_00911_,6.94µm
_01000_,6.94µm
_01124_,6.94µm
_01291_,6.94µm
_01931_,6.94µm
_02003_,6.94µm
_02363_,6.94µm
_02397_,6.94µm
_02595_,6.94µm
_02790_,6.94µm
_03313_,6.94µm
_03505_,6.94µm
_05057_,6.94µm
_06405_,6.94µm
out3[10],6.89µm
_03796_,6.88µm
_05015_,6.88µm
_05016_,6.88µm
_06421_,6.88µm
_00179_,6.86µm
_00443_,6.86µm
_00539_,6.86µm
_00923_,6.86µm
_00996_,6.86µm
_01500_,6.86µm
_01604_,6.86µm
_01912_,6.86µm
_02036_,6.86µm
_02443_,6.86µm
_02853_,6.86µm
_03529_,6.86µm
_03533_,6.86µm
_03710_,6.86µm
_03913_,6.86µm
_04084_,6.86µm
_04436_,6.86µm
_05205_,6.86µm
_06083_,6.86µm
_06175_,6.86µm
_06501_,6.86µm
_00337_,6.84µm
_00340_,6.84µm
_01005_,6.84µm
_02607_,6.84µm
_03832_,6.84µm
_04748_,6.84µm
_04909_,6.84µm
_05392_,6.84µm
_03911_,6.825µm
_00212_,6.82µm
_00470_,6.82µm
_01678_,6.82µm
_01874_,6.82µm
_02262_,6.82µm
_03109_,6.82µm
_03248_,6.82µm
_06178_,6.8µm
_00063_,6.78µm
_00971_,6.78µm
_00973_,6.78µm
_02046_,6.78µm
_05854_,6.78µm
_05603_,6.77µm
in2[1],6.77µm
in2[5],6.77µm
in3[7],6.77µm
out3[11],6.77µm
w21[0],6.77µm
w22[7],6.77µm
_00303_,6.76µm
_00725_,6.76µm
_00734_,6.76µm
_00978_,6.76µm
_01627_,6.76µm
_02441_,6.76µm
_02948_,6.76µm
_03383_,6.76µm
_04079_,6.76µm
_05129_,6.76µm
_05528_,6.76µm
_05723_,6.76µm
_05839_,6.76µm
_06528_,6.76µm
net210,6.76µm
_00358_,6.74µm
_00720_,6.74µm
_00918_,6.74µm
_01076_,6.74µm
_02253_,6.74µm
_02455_,6.74µm
_03002_,6.74µm
_03287_,6.74µm
_03536_,6.74µm
_03703_,6.74µm
_03901_,6.74µm
_04212_,6.74µm
_04357_,6.74µm
_04626_,6.74µm
_04642_,6.74µm
_05255_,6.74µm
_05257_,6.74µm
_05325_,6.74µm
_05411_,6.74µm
_05742_,6.74µm
_05765_,6.74µm
_05805_,6.74µm
_05946_,6.74µm
_06550_,6.74µm
_03746_,6.725µm
_01139_,6.72µm
_02586_,6.72µm
_02600_,6.72µm
_02669_,6.72µm
_04174_,6.72µm
_04620_,6.72µm
_05448_,6.72µm
_06119_,6.72µm
_06182_,6.72µm
_06400_,6.72µm
net162,6.72µm
_01103_,6.7µm
_02021_,6.7µm
_04740_,6.7µm
_04988_,6.7µm
_05673_,6.7µm
_05893_,6.7µm
_06146_,6.7µm
out1[8],6.69µm
_00603_,6.665µm
_00788_,6.66µm
_01015_,6.66µm
_01636_,6.66µm
_02491_,6.66µm
_03080_,6.66µm
_03775_,6.66µm
_03860_,6.66µm
_04270_,6.66µm
_04677_,6.66µm
_05734_,6.66µm
_06189_,6.66µm
_06511_,6.66µm
w00[3],6.65µm
_00710_,6.64µm
_02105_,6.64µm
_02344_,6.64µm
_02633_,6.64µm
_02705_,6.64µm
_03356_,6.64µm
_03450_,6.64µm
_04154_,6.64µm
_04569_,6.64µm
_04867_,6.64µm
_04989_,6.64µm
_05022_,6.64µm
_05373_,6.64µm
_05628_,6.64µm
_05783_,6.64µm
_06297_,6.64µm
_06449_,6.64µm
_06644_,6.64µm
_01027_,6.63µm
_05167_,6.63µm
_00315_,6.62µm
_00475_,6.62µm
_00863_,6.62µm
_01304_,6.62µm
_02414_,6.62µm
_02924_,6.62µm
_03030_,6.62µm
_04117_,6.62µm
_04324_,6.62µm
_04410_,6.62µm
_04681_,6.62µm
_04924_,6.62µm
_04987_,6.62µm
_05522_,6.62µm
_05661_,6.62µm
_05860_,6.62µm
_05882_,6.62µm
_06024_,6.62µm
_06389_,6.62µm
_06425_,6.62µm
_03380_,6.615µm
_00130_,6.6µm
_00158_,6.6µm
_00594_,6.6µm
_00682_,6.6µm
_00844_,6.6µm
_00898_,6.6µm
_00980_,6.6µm
_01267_,6.6µm
_01631_,6.6µm
_01920_,6.6µm
_02158_,6.6µm
_02632_,6.6µm
_02702_,6.6µm
_02719_,6.6µm
_03221_,6.6µm
_03784_,6.6µm
_04024_,6.6µm
_04091_,6.6µm
_04139_,6.6µm
_04235_,6.6µm
_05616_,6.6µm
_05668_,6.6µm
_06436_,6.6µm
_01914_,6.58µm
_04917_,6.575µm
_05784_,6.56µm
_02409_,6.55µm
_06309_,6.55µm
_02631_,6.54µm
_02870_,6.54µm
_04407_,6.54µm
_04582_,6.54µm
_00015_,6.52µm
_00605_,6.52µm
_00645_,6.52µm
