Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_35_206,VGND,li1,103.0400,108.8000,0.000467
FILLER_35_185,VGND,li1,90.8500,108.8000,0.000437
FILLER_35_181,VGND,li1,89.7000,108.8000,0.000437
FILLER_35_169,VGND,li1,86.0200,108.8000,0.000416
FILLER_35_167,VGND,li1,82.5700,108.8000,0.000398
FILLER_35_159,VGND,li1,80.5000,108.8000,0.000388
FILLER_35_147,VGND,li1,75.9000,108.8000,0.000365
FILLER_35_137,VGND,li1,69.9200,108.8000,0.000333
FILLER_35_125,VGND,li1,65.7800,108.8000,0.000310
FILLER_35_113,VGND,li1,60.2600,108.8000,0.000280
FILLER_35_111,VGND,li1,56.8100,108.8000,0.000255
FILLER_35_107,VGND,li1,55.6600,108.8000,0.000255
FILLER_35_91,VGND,li1,47.8400,108.8000,0.000209
FILLER_35_86,VGND,li1,45.3100,108.8000,0.000197
FILLER_35_63,VGND,li1,34.7300,108.8000,0.000136
FILLER_35_57,VGND,li1,33.1200,108.8000,0.000123
FILLER_35_54,VGND,li1,30.8200,108.8000,0.000112
FILLER_35_38,VGND,li1,23.4600,108.8000,0.000067
FILLER_35_30,VGND,li1,21.1600,108.8000,0.000068
FILLER_35_3,VGND,li1,7.3600,108.8000,0.000070
FILLER_34_282,VGND,li1,135.7000,103.3600,0.000931
FILLER_34_242,VGND,li1,117.7600,103.3600,0.000917
FILLER_34_230,VGND,li1,114.0800,103.3600,0.000910
FILLER_34_221,VGND,li1,107.8700,103.3600,0.000871
FILLER_34_205,VGND,li1,100.0500,103.3600,0.000815
FILLER_34_197,VGND,li1,97.9800,103.3600,0.000800
FILLER_34_188,VGND,li1,93.8400,103.3600,0.000769
FILLER_34_176,VGND,li1,89.2400,103.3600,0.000733
FILLER_34_164,VGND,li1,83.7200,103.3600,0.000677
FILLER_34_156,VGND,li1,77.5100,103.3600,0.000638
FILLER_34_149,VGND,li1,74.5200,103.3600,0.000613
FILLER_34_141,VGND,li1,70.8400,103.3600,0.000567
FILLER_34_138,VGND,li1,69.4600,103.3600,0.000567
FILLER_34_130,VGND,li1,65.5500,103.3600,0.000531
FILLER_34_126,VGND,li1,64.4000,103.3600,0.000512
FILLER_34_108,VGND,li1,56.1200,103.3600,0.000440
FILLER_34_96,VGND,li1,52.4400,103.3600,0.000402
